emp_no,first_name,last_name,title,from_date,to_date
269863,Eben,Chiola,Senior Staff,1985-08-17,1995-12-05
269869,Bokyung,Leivant,Staff,1985-05-28,1994-05-28
269920,Elrique,Tasistro,Engineer,1985-10-04,1994-10-04
269960,Elrique,Rindone,Engineer,1985-08-08,1991-08-08
269974,Sven,Bratten,Engineer,1985-06-04,1994-06-04
270010,Bluma,Picci,Staff,1985-08-27,1991-08-27
270055,Fabrizio,Antonisse,Technique Leader,1985-08-05,2002-05-26
270104,Mani,Penttonen,Engineer,1985-11-10,1992-11-10
270187,Sreenivas,Sichman,Engineer,1985-08-28,1990-08-28
270221,Gennady,Brobst,Senior Staff,1985-09-08,9999-01-01
270274,Sungwon,Casperson,Engineer,1985-11-27,1994-11-27
270338,Suvo,Landherr,Technique Leader,1985-09-04,1986-02-04
270402,Jordanka,Lunt,Assistant Engineer,1985-11-01,1992-11-01
270441,Phule,Genther,Staff,1985-07-09,1993-07-09
270451,Amabile,Himler,Engineer,1985-03-03,1988-07-22
270594,Shigenori,Ritcey,Senior Engineer,1985-07-05,9999-01-01
270812,Ayonca,Quittner,Engineer,1985-03-06,1994-03-06
270835,Adam,Perry,Assistant Engineer,1985-05-31,1992-05-31
270891,Prodip,Moehrke,Engineer,1985-09-05,1990-09-05
270899,Indrajit,Bellone,Staff,1985-10-23,1992-10-23
270925,Guozhong,Restivo,Staff,1985-12-24,1990-12-24
271116,Ebbe,Tramer,Staff,1985-07-20,1991-07-20
271159,Taisook,Cullers,Staff,1985-04-20,1991-04-20
271177,Nahla,Kavanagh,Technique Leader,1985-06-03,9999-01-01
271324,Gaetan,Merks,Engineer,1985-07-16,1986-12-28
271331,Kazuhiro,Cyne,Engineer,1985-03-26,1992-03-26
271354,Soenke,Syrzycki,Senior Engineer,1985-05-22,9999-01-01
271367,Hiroyasu,Cannard,Senior Staff,1985-11-10,9999-01-01
271388,Samphel,Baaz,Staff,1985-05-07,1994-05-07
271587,Kwangjo,Slobodova,Senior Engineer,1985-08-28,9999-01-01
271707,Keiichiro,Awdeh,Senior Engineer,1985-08-15,9999-01-01
271728,Taizo,Marrevee,Staff,1985-09-09,1992-09-09
271791,Teiji,Bellmore,Assistant Engineer,1985-04-15,1992-06-04
271827,Boaz,Bolsens,Staff,1985-05-23,1990-05-23
271897,Heather,Ouhyoung,Staff,1985-07-17,1993-07-17
271982,Suvo,Orlowski,Senior Engineer,1985-07-09,1991-07-27
272064,Prodip,Candan,Senior Engineer,1985-10-29,9999-01-01
272069,Irena,Narahari,Staff,1985-12-03,1992-12-03
272148,Godehard,Gips,Staff,1985-05-28,1992-05-28
272165,Basem,Barinka,Staff,1985-05-11,1994-05-11
272177,Kazuhiro,Polajnar,Engineer,1985-11-15,1992-11-15
272315,Masato,Litzler,Staff,1985-05-16,1993-05-16
272365,Soenke,DuBourdieux,Engineer,1985-05-24,1993-05-24
272455,Otilia,Haddadi,Engineer,1985-10-27,1989-02-03
272528,Shahaf,Talmor,Engineer,1985-02-18,1994-02-18
272591,Gully,Harbusch,Engineer,1985-08-17,1994-08-17
272600,Karlis,Bultermann,Staff,1985-11-24,1990-12-08
272707,Akemi,Takkinen,Staff,1985-11-28,1994-11-28
272787,Tsutomu,Stifter,Assistant Engineer,1985-04-12,1987-03-28
272798,Tzvetan,Conde,Technique Leader,1985-10-25,9999-01-01
272821,Evgueni,Salverda,Engineer,1985-08-03,1992-08-03
272836,Constantine,Cannata,Staff,1985-07-09,1991-07-09
272880,Hausi,Cromarty,Engineer,1985-07-15,1991-07-15
272909,Feiyu,Thorelli,Staff,1985-07-01,1994-07-01
272967,Atreye,Plump,Assistant Engineer,1985-07-06,1992-07-06
272977,Tomokazu,Vural,Staff,1985-12-02,1993-12-02
273224,Sahrah,Munke,Assistant Engineer,1985-05-23,1990-05-23
273275,Edwin,Gruenwald,Engineer,1985-03-30,1992-03-30
273349,Mario,Pietrzykowski,Engineer,1985-07-05,1991-07-05
273420,Marie,Qiwen,Engineer,1985-05-09,1990-05-09
273437,Leszek,Michaels,Engineer,1985-05-06,1993-05-06
273524,Gian,Rothe,Engineer,1985-02-01,1991-02-01
273552,Hatim,Rassart,Senior Engineer,1985-05-19,9999-01-01
273604,Rasikan,Cairo,Senior Engineer,1985-11-08,9999-01-01
273607,Eirik,Stassinopoulos,Senior Engineer,1985-08-12,9999-01-01
273709,Ingemar,Colorni,Staff,1985-10-25,1992-10-25
273748,Piyawadee,Roccetti,Engineer,1985-06-30,1993-06-30
273780,Oguz,Wroclawski,Senior Staff,1985-02-28,9999-01-01
273910,Serenella,Rabehasaina,Assistant Engineer,1985-05-25,1991-05-25
274037,Yonghoan,Stasinski,Staff,1985-03-24,1990-12-10
274094,Jianhua,Jiafu,Engineer,1985-08-20,1991-08-20
274103,Kellie,Erez,Assistant Engineer,1985-09-13,1992-09-13
274141,Mabo,Gils,Staff,1985-10-18,1994-10-18
274170,Gaurav,Cappelletti,Staff,1985-11-08,1991-11-08
274328,Yonghong,Cunliffe,Staff,1985-11-30,1990-10-05
274404,Alejandro,Pappas,Engineer,1985-12-10,1990-12-10
274539,Lorien,Neiman,Senior Engineer,1985-07-20,9999-01-01
274582,Maris,Billawala,Engineer,1985-12-02,1992-12-02
274614,Pranay,Thorelli,Engineer,1985-02-04,1992-02-05
274635,Mara,Azadmanesh,Staff,1985-11-19,1992-11-19
274668,Yannis,Shinomoto,Engineer,1985-05-31,1993-05-31
274779,Jianhua,Hashii,Technique Leader,1985-05-07,1996-12-18
274780,Chaitali,Wegerle,Senior Engineer,1985-11-25,9999-01-01
274805,Shaz,Ohori,Engineer,1985-06-26,1993-06-26
274840,Przemyslawa,Baez,Senior Engineer,1985-05-12,9999-01-01
274849,Sigeru,Beilner,Senior Staff,1985-11-08,9999-01-01
274933,Abdelaziz,Lichtman,Engineer,1985-04-10,1994-04-10
274968,Etsuo,Remmele,Engineer,1985-09-19,1992-09-19
275067,Moriyoshi,Flanders,Senior Engineer,1985-06-09,9999-01-01
275109,Berry,Chelton,Staff,1985-06-28,1993-06-28
275122,Badri,Brookner,Senior Engineer,1985-10-21,9999-01-01
275125,Maia,Wilfing,Engineer,1985-07-30,1988-10-27
275137,Ishfaq,Sommer,Senior Engineer,1985-06-30,9999-01-01
275178,Maja,Oppitz,Staff,1985-11-05,1992-11-05
275191,Weicheng,Skafidas,Staff,1985-12-31,1992-12-31
275294,Arup,Reinhard,Staff,1985-06-22,1993-06-22
275345,Shan,Greibach,Engineer,1985-09-30,1992-09-30
275366,Ebru,Botman,Assistant Engineer,1985-05-30,1992-05-30
275376,Jeanne,Mandelberg,Engineer,1985-08-06,1993-08-06
275456,Dante,Rotem,Staff,1985-12-23,1991-12-23
275514,Geoffry,Trumbly,Engineer,1985-12-09,1992-12-09
275522,Kayoko,Ciolek,Senior Engineer,1985-12-20,9999-01-01
275690,Sadun,Beetstra,Engineer,1985-03-29,1991-03-29
275723,Vishu,Anily,Senior Engineer,1985-03-01,9999-01-01
275746,Khalil,Rodier,Engineer,1985-12-02,1990-12-02
275753,Elgin,Restivo,Engineer,1985-05-19,1993-05-19
275861,Mototsugu,Awdeh,Senior Engineer,1985-04-11,1990-08-29
276050,Kamran,Szilard,Assistant Engineer,1985-02-11,1993-02-11
276078,Shooichi,Luon,Engineer,1985-11-03,1992-11-03
276119,Feixiong,Rahier,Senior Engineer,1985-10-24,1988-08-05
276137,Dinkar,Lanteri,Staff,1985-11-12,1994-11-12
276147,Takahiro,Acton,Senior Engineer,1985-03-17,9999-01-01
276277,Constantine,Collette,Engineer,1985-10-28,1993-10-28
276278,Filipe,Zyda,Engineer,1985-12-30,1986-06-20
276306,Kerryn,Tischendorf,Staff,1985-04-03,1986-08-06
276336,Eran,Tchuente,Senior Staff,1985-05-01,9999-01-01
276421,Shigeu,Cooley,Staff,1985-08-26,1992-08-26
276465,Behnaam,Baaleh,Senior Staff,1985-11-08,1987-10-29
276592,Elliott,Solares,Staff,1985-09-25,1990-09-25
276618,Margo,Lores,Senior Staff,1985-02-15,9999-01-01
276656,Sudharsan,Farrag,Engineer,1985-03-19,1987-04-21
276663,DeForest,Luby,Staff,1985-08-10,1986-11-06
276742,Yishai,Zaumen,Engineer,1985-09-26,1990-09-26
276751,Remmert,Menhoudj,Assistant Engineer,1985-10-20,1992-10-20
276816,Suvo,Ebeling,Senior Engineer,1985-08-02,9999-01-01
276821,Neven,Moehrke,Engineer,1985-04-15,1994-04-15
276825,Sibyl,Pell,Staff,1985-08-09,1990-08-09
276888,Yifei,Janocha,Engineer,1985-03-12,1992-03-12
276983,Paris,Matzel,Staff,1985-08-05,1992-08-05
277076,Mokhtar,Chaudhury,Engineer,1985-04-15,1992-04-15
277148,Shuji,Syrotiuk,Senior Staff,1985-05-19,9999-01-01
277161,Atreyi,Bugaenko,Engineer,1985-07-10,1990-03-13
277178,Chanjung,Koyama,Engineer,1985-11-27,1992-11-27
277266,Achilleas,Grospietsch,Staff,1985-02-10,1993-02-10
277309,Lakshmi,Nivat,Assistant Engineer,1985-08-07,1991-08-07
277325,Arun,Langford,Staff,1985-08-08,1994-08-08
277335,Radoslaw,Karner,Staff,1985-12-27,1990-12-27
277410,Marjo,Rosin,Engineer,1985-04-12,1993-04-12
277464,Mariusz,Solovay,Engineer,1985-08-21,1987-01-16
277499,Wayne,Wegerle,Staff,1985-04-30,1992-06-09
277556,Taizo,Hiraishi,Engineer,1985-10-03,1992-10-03
277626,Christ,Gaughan,Senior Engineer,1985-05-08,9999-01-01
277653,Khun,Quittner,Engineer,1985-04-14,1990-08-25
277669,Nectarios,Linnainmaa,Engineer,1985-11-29,1991-11-29
277681,Taizo,Ambroszkiewicz,Staff,1985-04-13,1994-04-13
277722,Tianruo,Pettis,Senior Engineer,1985-12-22,1994-09-11
277769,Clyde,Peng,Senior Staff,1985-08-02,9999-01-01
277771,Haldon,Dymetman,Engineer,1985-02-15,1992-02-16
277863,Jaques,Underwood,Technique Leader,1985-07-15,9999-01-01
277872,Garnik,Peyn,Senior Staff,1985-05-25,9999-01-01
277908,Larisa,Kohling,Staff,1985-12-15,1991-12-15
277942,Edwin,Gargeya,Staff,1985-11-21,1994-11-21
278004,Kensei,Ernst,Engineer,1985-08-01,1990-08-01
278068,Dipankar,Worfolk,Engineer,1985-08-30,1990-08-30
278137,Sumant,Sidje,Engineer,1985-02-15,1994-02-15
278275,Duke,Krohm,Engineer,1985-08-13,1990-08-13
278365,Uno,Braccini,Staff,1985-05-30,1991-05-30
278382,Masami,Raoux,Engineer,1985-11-04,1990-02-27
278397,Wuxu,Servieres,Assistant Engineer,1985-12-04,1992-12-04
278427,Mihalis,Bridgland,Staff,1985-06-23,1993-06-23
278570,Filipp,Stranks,Technique Leader,1985-10-07,9999-01-01
278695,Vishwani,Lueh,Staff,1985-09-14,1994-09-14
278791,Visit,Bugaenko,Engineer,1985-09-27,1992-09-27
278960,Adit,Pargas,Engineer,1985-12-05,1992-12-05
278971,Hauke,Backhouse,Staff,1985-02-12,1990-02-12
278991,Mihalis,Kawashimo,Staff,1985-04-23,1991-04-23
279001,Jasminko,Peres,Staff,1985-05-17,1990-05-17
279050,Tesuro,Maliniak,Engineer,1985-10-22,1992-10-22
279113,Sivanarayana,Pell,Engineer,1985-02-02,1993-02-02
279191,Sanjeeva,Wolniewicz,Engineer,1985-10-11,1990-10-11
279270,Nahum,Socorro,Staff,1985-08-13,1994-08-13
279532,Susanne,Zeidenstein,Senior Staff,1985-05-17,1990-07-24
279540,Luisa,Aamodt,Staff,1985-02-13,1992-02-14
279601,Tremaine,Rikino,Engineer,1985-09-01,1992-09-01
279617,Annemarie,Plavsic,Engineer,1985-07-02,1987-04-01
279628,Takushi,McConalogue,Engineer,1985-03-04,1990-03-04
279699,Xuedong,Baalen,Engineer,1985-11-10,1994-11-10
279747,Froduald,Schurmann,Technique Leader,1985-11-13,9999-01-01
279945,Genevieve,Strehl,Staff,1985-11-13,1994-11-13
279953,Pohua,Speel,Staff,1985-05-10,1990-05-10
280049,Bangqing,Attimonelli,Engineer,1985-12-18,1994-12-18
280081,Dmitri,Kropatsch,Senior Engineer,1985-04-02,9999-01-01
280093,Susanna,Randi,Senior Engineer,1985-05-16,9999-01-01
280101,Mabo,Henders,Senior Staff,1985-11-19,9999-01-01
280114,Abdelaziz,Comyn,Staff,1985-05-10,1987-05-26
280160,Mang,Vadhan,Engineer,1985-12-23,1990-12-21
280166,Satyanarayana,Angot,Engineer,1985-03-16,1991-03-16
280198,Apostol,Llado,Senior Staff,1985-11-12,9999-01-01
280225,Freyja,Rajcani,Staff,1985-12-06,1990-12-06
280251,Saniya,Suwa,Engineer,1985-02-10,1992-02-11
280252,Kayoko,Unno,Staff,1985-04-06,1991-04-06
280279,Licheng,Miyakawa,Technique Leader,1985-05-30,9999-01-01
280341,Jiann,Grabner,Engineer,1985-07-07,1994-07-07
280369,Vasiliy,Chorvat,Technique Leader,1985-06-12,9999-01-01
280700,Junsik,Laurillard,Staff,1985-06-05,1993-06-05
280712,Lene,Schreiter,Engineer,1985-10-14,1992-10-14
280733,Matk,Rodham,Staff,1985-02-12,1994-02-12
280834,Kamran,Gomatam,Staff,1985-04-01,1992-04-01
280841,Hsiangchu,Moffat,Staff,1985-11-26,1990-11-26
280868,Shahab,Massonet,Assistant Engineer,1985-10-27,1993-10-27
280874,Bedir,Peternell,Senior Engineer,1985-05-14,9999-01-01
280905,Xiaoheng,Yetim,Engineer,1985-03-20,1989-05-12
280907,Mohit,Limongiello,Engineer,1985-05-27,1994-05-27
280912,Ronnie,Range,Staff,1985-10-02,1990-10-02
280936,Alselm,Chenney,Engineer,1985-05-22,1991-05-22
280948,Christoper,Staudhammer,Staff,1985-06-12,1993-06-12
280951,Ymte,Morton,Engineer,1985-11-08,1987-03-22
280984,Qiwen,Peyn,Staff,1985-10-04,1990-10-04
281028,Uma,Desikan,Engineer,1985-08-05,1991-08-05
281129,Visit,Reistad,Engineer,1985-05-08,1993-05-08
281141,Rasiah,Matzel,Senior Engineer,1985-11-16,9999-01-01
281266,Kasturi,Lorie,Staff,1985-11-07,1992-11-07
281418,Yifei,Yurek,Staff,1985-11-19,1991-11-19
281459,Reinhold,Remmele,Engineer,1985-10-28,1992-10-28
281536,Remmert,Templeman,Staff,1985-02-22,1991-02-22
281656,Shichao,Brodal,Engineer,1985-04-05,1991-04-05
281707,Eran,Kuhnemann,Engineer,1985-08-28,1991-08-28
281709,Xinan,Mandelberg,Senior Staff,1985-11-09,9999-01-01
281711,Eldridge,Mahnke,Engineer,1985-08-17,1990-08-17
281724,Kwangyoen,Piazza,Engineer,1985-08-10,1990-08-10
281778,Shaunak,Boissier,Assistant Engineer,1985-04-18,1993-04-18
281785,Mong,Verspoor,Engineer,1985-07-08,1993-07-08
281814,Patricia,Kroon,Engineer,1985-11-25,1991-11-25
281951,Constantino,Waleschkowski,Engineer,1985-03-20,1994-03-20
282114,Harngdar,Piancastelli,Staff,1985-09-08,1994-09-08
282196,Yuqun,Stanfel,Engineer,1985-03-07,1992-03-07
282215,Chandrasekaran,Iwayama,Staff,1985-04-13,1990-04-13
282222,Byong,Hiltgen,Staff,1985-08-10,1992-08-10
282310,Fumitake,Alvarado,Engineer,1985-03-18,1986-01-03
282360,Richara,Gelosh,Technique Leader,1985-10-20,9999-01-01
282541,Youssef,Hiyoshi,Engineer,1985-06-15,1992-06-15
282573,Yuriy,Stasinski,Senior Engineer,1985-09-26,9999-01-01
282592,Doohun,Yoshizawa,Senior Staff,1985-08-18,9999-01-01
282618,Lenore,Solares,Engineer,1985-09-20,1991-09-20
282648,Kenroku,Cooman,Staff,1985-08-24,1985-08-28
282803,Itzchak,Blokdijk,Staff,1985-09-29,1992-09-29
282815,Kwok,Reistad,Staff,1985-12-29,1994-12-29
282823,Yechiam,Dichev,Engineer,1985-05-24,1991-05-24
282950,Heping,Przulj,Engineer,1985-09-30,1991-09-30
282992,Yannis,Ouhyoung,Engineer,1985-11-28,1990-11-28
283065,Ekawit,Heemskerk,Senior Engineer,1985-06-29,1992-04-19
283109,Chuanyi,Rijsenbrij,Staff,1985-11-27,1990-11-27
283232,Gianluca,Bernini,Staff,1985-12-08,1987-05-12
283297,Vishv,Hmelo,Staff,1985-06-24,1994-06-24
283321,Toshimitsu,Czaja,Staff,1985-08-13,1990-08-13
283347,Ramzi,Billingsley,Technique Leader,1985-05-26,9999-01-01
283370,Yakkov,Setlzner,Staff,1985-09-24,1991-09-24
283447,Hidekazu,Molenaar,Engineer,1985-09-26,1993-09-26
283476,Utz,Baba,Staff,1985-03-09,1992-03-09
283514,Prasadram,Zlotek,Staff,1985-11-07,1994-11-07
283585,Pohua,Cichocki,Staff,1985-07-09,1991-07-09
283706,Moie,Peroz,Staff,1985-03-11,1992-03-11
283710,Marsal,Bondorf,Staff,1985-12-20,1992-12-20
283739,Feiyu,Stanfel,Staff,1985-04-03,1991-04-03
283773,Pranjal,Randi,Senior Staff,1985-03-13,9999-01-01
283835,Sanjeeva,Zeidenstein,Engineer,1985-05-08,1986-01-26
283864,Shahaf,Bierman,Senior Engineer,1985-08-28,1998-06-26
283929,Goh,Shanbhogue,Engineer,1985-06-24,1990-06-24
283941,Aram,Czap,Staff,1985-06-15,1993-06-15
284071,Junichi,Peris,Engineer,1985-12-15,1993-12-15
284125,Rasikan,Gewali,Senior Staff,1985-10-02,9999-01-01
284160,Laurentiu,Randt,Staff,1985-09-01,1991-09-01
284162,Edwin,Quadeer,Engineer,1985-08-02,1991-08-02
284164,Kazuyasu,Jumpertz,Assistant Engineer,1985-08-02,1990-08-02
284175,Hiroyasu,Milicic,Engineer,1985-10-07,1990-10-07
284182,Shigeaki,Dredge,Senior Engineer,1985-03-07,9999-01-01
284311,Torsten,Ghandeharizadeh,Senior Staff,1985-05-24,9999-01-01
284412,Hercules,Pepe,Staff,1985-06-03,1990-06-03
284493,Suvo,Lodder,Assistant Engineer,1985-04-12,1993-04-12
284505,Vidar,Bakhtari,Engineer,1985-04-02,1991-04-02
284626,Toshiki,Uludag,Staff,1985-07-05,1991-07-05
284634,Adin,Malabarba,Engineer,1985-10-22,1992-10-22
284653,Kwok,Boissier,Engineer,1985-12-14,1993-12-14
284703,Rasikan,Ghelli,Staff,1985-02-06,1991-02-06
284771,Horward,Middleton,Technique Leader,1985-05-24,9999-01-01
284778,Heng,Anido,Senior Engineer,1985-09-28,9999-01-01
284781,Giordano,Schmiedel,Engineer,1985-05-16,1993-05-16
284879,IEEE,Brookner,Senior Engineer,1985-10-11,9999-01-01
284911,Leszek,Kaiser,Technique Leader,1985-05-26,1988-01-22
285163,Jingling,Bressoud,Technique Leader,1985-12-14,9999-01-01
285287,Niclas,Narlikar,Staff,1985-11-25,1990-11-25
285315,Kannan,Lambe,Senior Staff,1985-11-21,9999-01-01
285341,Kwee,Schwaller,Engineer,1985-07-29,1991-07-29
285368,Manohar,Beznosov,Engineer,1985-06-30,1992-06-30
285404,Yolla,Murtagh,Engineer,1985-05-21,1990-05-21
285433,Kayoko,Savasere,Engineer,1985-08-27,1993-08-27
285438,Masamitsu,Pagter,Engineer,1985-12-21,1992-12-21
285454,Youjian,Kakkar,Senior Staff,1985-06-28,9999-01-01
285459,Matt,Rissland,Engineer,1985-04-10,1991-04-10
285539,Sajjan,Gustavson,Engineer,1985-08-19,1994-08-19
285731,Aiman,Hettesheimer,Staff,1985-02-27,1994-02-27
285752,Lobel,Marrakchi,Engineer,1985-11-20,1993-11-20
285768,Candido,Cangellaris,Engineer,1985-06-04,1991-06-04
285792,Behnaam,Mitina,Engineer,1985-09-15,1993-09-15
285799,Arno,Hasenauer,Staff,1985-08-22,1992-08-22
286092,Steen,Dechter,Staff,1985-06-03,1992-06-03
286150,Shaunak,Bail,Staff,1985-12-25,1993-12-25
286155,Baoqiu,Waschkowski,Senior Staff,1985-03-13,1989-11-13
286166,Maja,Unno,Engineer,1985-12-17,1990-12-17
286180,Nevio,Munos,Senior Engineer,1985-11-10,9999-01-01
286307,Feixiong,Holburn,Engineer,1985-11-28,1994-11-28
286344,Along,Puppe,Engineer,1985-12-27,1994-12-27
286364,Ute,Marzano,Senior Staff,1985-08-23,1992-11-25
286458,Marke,Bakhtari,Engineer,1985-09-22,1993-09-22
286465,True,Billingsley,Staff,1985-06-30,1990-06-30
286533,Surveyors,Binkley,Staff,1985-07-02,1994-07-02
286605,Zhigen,Baba,Staff,1985-12-29,1993-12-29
286927,Apostol,Brendel,Staff,1985-09-29,1989-02-17
286937,Rildo,Geffroy,Engineer,1985-11-15,1993-11-15
286963,Tiina,Cyre,Engineer,1985-06-28,1993-06-28
286965,Munenori,Brodie,Staff,1985-05-12,1990-05-12
286971,Xiaobin,Cronin,Engineer,1985-10-19,1990-10-19
287006,Shichao,Gomatam,Engineer,1985-05-09,1991-05-09
287055,Tru,Middleton,Engineer,1985-05-13,1992-05-13
287105,Pranav,Schmittgen,Staff,1985-05-28,1991-05-28
287165,Terresa,Demri,Staff,1985-10-28,1990-10-28
287170,Hausi,Worfolk,Senior Staff,1985-09-22,2001-09-28
287189,Abdelwaheb,Jahnichen,Staff,1985-08-04,1994-08-04
287191,Marin,Spinelli,Assistant Engineer,1985-06-06,1990-06-06
287255,Rasikan,Soicher,Staff,1985-12-28,1990-07-18
287270,Kasturi,Veevers,Engineer,1985-07-09,1994-07-09
287342,Zhigen,Cronin,Engineer,1985-12-30,1994-12-30
287424,Berthier,Bridgland,Staff,1985-05-07,1991-05-07
287443,Emran,Schicker,Staff,1985-12-05,1991-12-05
287459,Vivian,Senzako,Staff,1985-07-28,1991-07-28
287493,Ugo,Luks,Senior Engineer,1985-11-14,9999-01-01
287496,Ewing,Impagliazzo,Staff,1985-09-07,1994-09-07
287540,Iara,Comyn,Engineer,1985-07-12,1990-07-12
287636,Yucel,Etalle,Staff,1985-07-02,1990-07-02
287638,Morris,Gajiwala,Staff,1985-10-22,1993-10-22
287736,Yongqiao,Matheson,Engineer,1985-11-09,1991-11-09
287873,Maja,Angelopoulos,Engineer,1985-08-25,1993-08-25
287935,Sanjit,Greenaway,Staff,1985-02-26,1994-02-26
287979,Valeska,Chiola,Senior Staff,1985-04-06,1998-09-22
287998,Fumiyo,Auyong,Engineer,1985-11-28,1991-11-28
288047,Mads,Giarratana,Engineer,1985-05-25,1993-05-25
288107,Zongyan,Keohane,Engineer,1985-06-18,1992-06-18
288187,Younwoo,Christianini,Staff,1985-07-30,1992-07-30
288188,Kerhong,Bakhtari,Staff,1985-08-05,1989-02-13
288244,Ishfaq,Thummel,Engineer,1985-05-18,1992-05-18
288360,Neelam,Cronan,Engineer,1985-06-25,1993-06-25
288412,Persi,Badr,Technique Leader,1985-03-24,9999-01-01
288449,Uta,Capobianchi,Engineer,1985-09-19,1990-09-19
288507,Quingbo,Domenig,Senior Engineer,1985-09-26,9999-01-01
288508,Sumali,Murtha,Engineer,1985-06-01,1991-10-23
288550,Jaihie,Bouloucos,Staff,1985-04-22,1994-04-22
288642,Shahab,Versino,Staff,1985-04-15,1993-04-15
288652,Nikolaos,Ananiadou,Technique Leader,1985-09-18,9999-01-01
288745,Zsolt,Gubsky,Staff,1985-08-13,1994-08-13
288764,Kagan,Dusink,Engineer,1985-08-04,1992-08-04
288766,Paloma,Picel,Engineer,1985-11-29,1991-11-29
288792,Sanjai,Heijenga,Staff,1985-08-29,1990-08-29
288914,Valery,Simmen,Engineer,1985-07-11,1988-05-01
288924,Remzi,Brandsma,Staff,1985-08-14,1991-08-14
288985,Ebru,Schaap,Senior Engineer,1985-02-28,1985-07-15
289048,Renny,Fordan,Engineer,1985-10-25,1990-10-25
289082,Faiza,Cheshire,Staff,1985-09-28,1994-09-28
289179,Lalit,Iivonen,Engineer,1985-02-04,1990-02-04
289257,Utpal,Heinisuo,Engineer,1985-11-04,1993-11-04
289370,Aloke,Argence,Assistant Engineer,1985-04-30,1990-04-30
289486,Leen,Bashian,Engineer,1985-08-05,1991-08-05
289517,Shrikanth,Fiebach,Engineer,1985-03-10,1989-05-13
289713,Chuanti,Rosenbaum,Assistant Engineer,1985-07-06,1991-07-06
289728,Anoosh,Klyachko,Staff,1985-10-08,1991-10-08
289734,Alejandra,Karlin,Senior Engineer,1985-03-21,1987-05-01
289771,Yucai,Gornas,Senior Engineer,1985-09-28,9999-01-01
289859,Conor,Lores,Staff,1985-06-10,1994-06-10
289920,Kwangsub,Brobst,Technique Leader,1985-12-09,9999-01-01
289945,Yongmao,Birch,Engineer,1985-03-04,1987-12-25
289991,Peer,Butterworth,Staff,1985-07-30,1991-07-30
290130,Alper,Simmen,Senior Engineer,1985-09-19,1990-08-08
290168,Hirochika,Cairo,Senior Staff,1985-03-08,9999-01-01
290241,Lihong,Snyers,Staff,1985-09-04,1990-09-04
290265,Troy,Isaak,Engineer,1985-11-09,1992-11-09
290293,Janalee,Binding,Engineer,1985-08-31,1990-08-31
290372,Taegyun,Hainaut,Engineer,1985-09-15,1994-09-15
290464,Lakshmi,Dahlbom,Engineer,1985-07-03,1991-07-03
290562,Becky,Vesna,Staff,1985-02-10,1991-02-10
290645,Kwangsub,Ranft,Engineer,1985-05-27,1992-05-27
290733,Nathalie,Ossenbruggen,Engineer,1985-06-20,1993-06-20
290771,Zine,Ranta,Senior Engineer,1985-06-14,9999-01-01
290826,Yakichi,Gire,Engineer,1985-07-17,1987-04-29
290853,Saeko,Perly,Staff,1985-09-20,1992-09-20
290943,Arra,Lipner,Staff,1985-11-29,1994-11-29
290997,Hauke,Malinowski,Assistant Engineer,1985-08-24,1988-10-16
291049,Mircea,Mandell,Engineer,1985-09-17,1992-09-17
291057,Moss,Deverell,Engineer,1985-04-06,1987-12-10
291193,Ugo,Wielonsky,Senior Staff,1985-09-10,1992-06-16
291203,Sedat,Leaver,Engineer,1985-10-12,1994-10-12
291249,Gadiel,Marshall,Engineer,1985-03-15,1992-03-15
291360,Naraig,Isard,Engineer,1985-04-16,1992-04-16
291384,Valeri,Wallrath,Engineer,1985-10-08,1990-10-08
291389,Abdelaziz,Muntz,Staff,1985-10-22,1990-10-22
291399,Takahiro,Velasco,Staff,1985-05-19,1994-05-19
291428,Chuanti,Hitomi,Technique Leader,1985-08-09,9999-01-01
291454,King,Lemarechal,Senior Engineer,1985-02-16,9999-01-01
291590,Subhankar,Sidje,Engineer,1985-02-19,1990-02-19
291609,Berry,Dulli,Staff,1985-02-05,1992-02-06
291743,Rutger,Boyle,Engineer,1985-12-03,1990-12-03
291810,Xiaoqiang,Jumpertz,Staff,1985-09-18,1990-09-18
291873,Arto,Matzov,Staff,1985-06-03,1992-06-03
291957,Subhash,Gadepally,Engineer,1985-10-13,1990-10-13
292122,Giordano,Bernardeschi,Engineer,1985-04-23,1989-03-28
292124,Lijia,Schach,Staff,1985-02-07,1993-02-07
292209,Arno,Vidal,Engineer,1985-04-09,1993-04-09
292229,Georg,Beetstra,Staff,1985-08-20,1987-02-21
292257,Jeong,Puppo,Staff,1985-07-07,1991-07-07
292274,Eckart,Sinitsyn,Engineer,1985-08-06,1991-08-06
292303,Foong,DiGiano,Engineer,1985-07-20,1990-07-20
292454,Tommaso,Uchoa,Senior Staff,1985-05-28,9999-01-01
292570,Arumugam,Schaad,Staff,1985-12-12,1993-12-12
292617,Ewing,Majewski,Engineer,1985-06-30,1993-06-30
292754,Fun,Shrader,Engineer,1985-12-27,1992-12-27
292791,Yechiam,Bierman,Senior Staff,1985-10-19,9999-01-01
292807,Teruyuki,Ossenbruggen,Assistant Engineer,1985-10-13,1991-10-13
293039,Slavian,Vandervoorde,Engineer,1985-03-27,1993-03-27
293065,Barton,Range,Senior Engineer,1985-03-30,9999-01-01
293285,Uriel,Rabehasaina,Engineer,1985-03-23,1994-03-23
293343,Zeljko,Cooke,Senior Staff,1985-03-10,9999-01-01
